Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Profit Margin %,Sales Category,Profit Status
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Appliances,81.552,2,0.2,8.1552,10,Low Sales,Profit
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Storage,227.136,4,0.2,-42.588,-18.75,Low Sales,Loss
Standard Class,Consumer,United States,Norwich,Connecticut,6360,East,Office Supplies,Binders,10.36,2,0,5.0764,49,Low Sales,Profit
Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Office Supplies,Appliances,463.248,8,0.8,-1181.2824,-255,Low Sales,Loss
Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Technology,Accessories,383.952,6,0.2,47.994,12.5,Low Sales,Profit
Same Day,Home Office,United States,Yuma,Arizona,85364,West,Office Supplies,Binders,44.856,6,0.7,-35.8848,-80,Low Sales,Loss
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Technology,Machines,30.345,7,0.7,-24.276,-80,Low Sales,Loss
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Furniture,Chairs,127.554,3,0.3,-9.111,-7.142857143,Low Sales,Loss
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Furniture,Furnishings,77.952,3,0.2,15.5904,20,Low Sales,Profit
First Class,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Binders,14.016,4,0.2,4.9056,35,Low Sales,Profit
Standard Class,Corporate,United States,Richmond,Kentucky,40475,South,Office Supplies,Storage,69.52,2,0,19.4656,28,Low Sales,Profit
Standard Class,Corporate,United States,Richmond,Kentucky,40475,South,Office Supplies,Art,5.64,3,0,1.6356,29,Low Sales,Profit
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,13.776,3,0.2,4.4772,32.5,Low Sales,Profit
Standard Class,Consumer,United States,Wausau,Wisconsin,54401,Central,Office Supplies,Appliances,245.88,6,0,68.8464,28,Low Sales,Profit
Standard Class,Consumer,United States,Wausau,Wisconsin,54401,Central,Office Supplies,Storage,36.63,3,0,9.8901,27,Low Sales,Profit
Standard Class,Consumer,United States,Wausau,Wisconsin,54401,Central,Office Supplies,Storage,22.58,2,0,5.8708,26,Low Sales,Profit
Standard Class,Consumer,United States,Wausau,Wisconsin,54401,Central,Office Supplies,Binders,12.39,3,0,5.8233,47,Low Sales,Profit
Standard Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Binders,39.92,5,0.2,13.473,33.75,Low Sales,Profit
Standard Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Paper,61.96,2,0,27.882,45,Low Sales,Profit
Standard Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Binders,19.936,4,0.2,7.2268,36.25,Low Sales,Profit
First Class,Consumer,United States,Dublin,Ohio,43017,East,Office Supplies,Binders,3.798,2,0.7,-2.6586,-70,Low Sales,Loss
First Class,Consumer,United States,Dublin,Ohio,43017,East,Office Supplies,Paper,27.744,6,0.2,10.0572,36.25,Low Sales,Profit
First Class,Consumer,United States,Dublin,Ohio,43017,East,Technology,Phones,158.376,4,0.4,-34.3148,-21.66666667,Low Sales,Loss
Standard Class,Home Office,United States,Henderson,Kentucky,42420,South,Furniture,Furnishings,27.58,2,0,11.5836,42,Low Sales,Profit
Standard Class,Consumer,United States,Bowling Green,Ohio,43402,East,Office Supplies,Binders,5.553,3,0.7,-4.0722,-73.33333333,Low Sales,Loss
Standard Class,Consumer,United States,Memphis,Tennessee,38109,South,Office Supplies,Storage,243.92,5,0.2,-54.882,-22.5,Low Sales,Loss
First Class,Consumer,United States,Lakewood,New Jersey,8701,East,Office Supplies,Fasteners,14.96,4,0,0.2992,2,Low Sales,Profit
First Class,Corporate,United States,Los Angeles,California,90008,West,Office Supplies,Binders,7.184,2,0.2,2.245,31.25,Low Sales,Profit
Second Class,Consumer,United States,Rochester,New York,14609,East,Office Supplies,Binders,10.512,3,0.2,3.6792,35,Low Sales,Profit
Second Class,Corporate,United States,Salem,Oregon,97301,West,Technology,Phones,263.96,5,0.2,19.797,7.5,Low Sales,Profit
Second Class,Corporate,United States,Salem,Oregon,97301,West,Office Supplies,Art,71.632,11,0.2,17.908,25,Low Sales,Profit
Second Class,Corporate,United States,Salem,Oregon,97301,West,Office Supplies,Art,9.328,1,0.2,0.8162,8.75,Low Sales,Profit
Standard Class,Consumer,United States,Pasco,Washington,99301,West,Office Supplies,Art,5.88,2,0,2.646,45,Low Sales,Profit
Standard Class,Consumer,United States,Pasco,Washington,99301,West,Furniture,Chairs,975.92,5,0.2,121.99,12.5,High Sales,Profit
Standard Class,Consumer,United States,Pasco,Washington,99301,West,Office Supplies,Art,303.84,8,0,91.152,30,Low Sales,Profit
Standard Class,Consumer,United States,Pasco,Washington,99301,West,Office Supplies,Storage,485.88,6,0,19.4352,4,Low Sales,Profit
Second Class,Consumer,United States,Oakland,California,94601,West,Furniture,Furnishings,12.54,3,0,4.5144,36,Low Sales,Profit
Second Class,Consumer,United States,Oakland,California,94601,West,Office Supplies,Storage,8.94,3,0,0.6258,7,Low Sales,Profit
Second Class,Consumer,United States,Oakland,California,94601,West,Furniture,Furnishings,9.24,3,0,4.4352,48,Low Sales,Profit
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Binders,70.008,3,0.2,24.5028,35,Low Sales,Profit
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Furniture,Furnishings,77.6,4,0,38.024,49,Low Sales,Profit
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Furniture,Furnishings,464.85,9,0,92.97,20,Low Sales,Profit
Standard Class,Corporate,United States,Oak Park,Illinois,60302,Central,Office Supplies,Art,10.192,7,0.2,1.0192,10,Low Sales,Profit
Standard Class,Corporate,United States,Morristown,New Jersey,7960,East,Office Supplies,Binders,1793.98,2,0,843.1706,47,High Sales,Profit
Second Class,Home Office,United States,Austin,Texas,78745,Central,Technology,Phones,758.352,6,0.2,265.4232,35,High Sales,Profit
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Binders,20.368,1,0.2,7.3834,36.25,Low Sales,Profit
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Binders,49.848,3,0.2,16.8237,33.75,Low Sales,Profit
Standard Class,Consumer,United States,New York City,New York,10024,East,Technology,Phones,239.97,3,0,67.1916,28,Low Sales,Profit
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Furniture,Chairs,2404.704,6,0.2,150.294,6.25,High Sales,Profit
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Binders,563.024,11,0.2,190.0206,33.75,High Sales,Profit
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Storage,344.91,3,0,10.3473,3,Low Sales,Profit
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Labels,8.64,3,0,4.2336,49,Low Sales,Profit
Standard Class,Corporate,United States,Lancaster,Pennsylvania,17602,East,Technology,Phones,89.988,2,0.4,-14.998,-16.66666667,Low Sales,Loss
Standard Class,Corporate,United States,Lancaster,Pennsylvania,17602,East,Office Supplies,Paper,229.544,7,0.2,83.2097,36.25,Low Sales,Profit
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Fasteners,1.824,2,0.2,0.6156,33.75,Low Sales,Profit
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Appliances,18.32,5,0.8,-46.716,-255,Low Sales,Loss
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Storage,48.816,3,0.2,-11.5938,-23.75,Low Sales,Loss
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Binders,1.188,1,0.8,-1.9602,-165,Low Sales,Loss
Standard Class,Corporate,United States,Columbus,Ohio,43229,East,Technology,Accessories,119.8,5,0.2,29.95,25,Low Sales,Profit
Standard Class,Home Office,United States,Durham,North Carolina,27707,South,Office Supplies,Storage,61.568,2,0.2,4.6176,7.5,Low Sales,Profit
Standard Class,Home Office,United States,Durham,North Carolina,27707,South,Office Supplies,Art,6.192,3,0.2,0.4644,7.5,Low Sales,Profit
First Class,Consumer,United States,Pensacola,Florida,32503,South,Office Supplies,Binders,2.214,3,0.7,-1.476,-66.66666667,Low Sales,Loss
Second Class,Corporate,United States,Henderson,Kentucky,42420,South,Office Supplies,Envelopes,5.32,2,0,2.6068,49,Low Sales,Profit
Second Class,Corporate,United States,Henderson,Kentucky,42420,South,Furniture,Chairs,975.92,4,0,292.776,30,High Sales,Profit
Second Class,Corporate,United States,Henderson,Kentucky,42420,South,Technology,Accessories,2249.91,9,0,517.4793,23,High Sales,Profit
Second Class,Corporate,United States,Henderson,Kentucky,42420,South,Office Supplies,Storage,59.92,4,0,16.7776,28,Low Sales,Profit
Standard Class,Consumer,United States,Anaheim,California,92804,West,Office Supplies,Binders,171.2,5,0.2,64.2,37.5,Low Sales,Profit
Standard Class,Consumer,United States,Anaheim,California,92804,West,Office Supplies,Art,3.36,2,0,0.8736,26,Low Sales,Profit
Standard Class,Corporate,United States,Detroit,Michigan,48227,Central,Office Supplies,Paper,114.2,5,0,52.532,46,Low Sales,Profit
Second Class,Corporate,United States,Marietta,Georgia,30062,South,Furniture,Chairs,182.67,3,0,52.9743,29,Low Sales,Profit
Second Class,Corporate,United States,Marietta,Georgia,30062,South,Technology,Accessories,101.7,6,0,6.102,6,Low Sales,Profit
Second Class,Corporate,United States,Marietta,Georgia,30062,South,Office Supplies,Storage,1126.02,3,0,56.301,5,High Sales,Profit
Second Class,Corporate,United States,Marietta,Georgia,30062,South,Office Supplies,Storage,1263.3,6,0,315.825,25,High Sales,Profit
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Art,8.82,3,0,2.5578,29,Low Sales,Profit
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Paper,37.94,2,0,18.2112,48,Low Sales,Profit
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Art,4.2,2,0,1.176,28,Low Sales,Profit
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Storage,227.28,2,0,2.2728,1,Low Sales,Profit
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Paper,47.9,1,0,22.992,48,Low Sales,Profit
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Envelopes,61.96,2,0,30.3604,49,Low Sales,Profit
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Storage,1117.92,4,0,55.896,5,High Sales,Profit
First Class,Consumer,United States,Parma,Ohio,44134,East,Furniture,Chairs,183.372,2,0.3,-7.8588,-4.285714286,Low Sales,Loss
First Class,Consumer,United States,Parma,Ohio,44134,East,Office Supplies,Paper,7.968,2,0.2,2.8884,36.25,Low Sales,Profit
Standard Class,Consumer,United States,Gresham,Oregon,97030,West,Office Supplies,Binders,26.352,8,0.7,-18.4464,-70,Low Sales,Loss
Standard Class,Corporate,United States,Anaheim,California,92804,West,Office Supplies,Storage,481.32,4,0,125.1432,26,Low Sales,Profit
Standard Class,Corporate,United States,Anaheim,California,92804,West,Office Supplies,Supplies,13.98,1,0,3.6348,26,Low Sales,Profit
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,25.92,6,0.2,9.072,35,Low Sales,Profit
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Labels,91.59,3,0,42.1314,46,Low Sales,Profit
Second Class,Corporate,United States,Houston,Texas,77070,Central,Furniture,Chairs,674.058,3,0.3,-19.2588,-2.857142857,High Sales,Loss
Second Class,Corporate,United States,Concord,New Hampshire,3301,East,Office Supplies,Binders,22.92,4,0,11.0016,48,Low Sales,Profit
Second Class,Corporate,United States,Concord,New Hampshire,3301,East,Office Supplies,Storage,269.9,5,0,16.194,6,Low Sales,Profit
Second Class,Consumer,United States,Fairfield,Ohio,45014,East,Office Supplies,Binders,11.808,8,0.7,-8.6592,-73.33333333,Low Sales,Loss
Second Class,Consumer,United States,Fairfield,Ohio,45014,East,Technology,Phones,9.588,2,0.4,-2.0774,-21.66666667,Low Sales,Loss
Standard Class,Consumer,United States,Johnson City,Tennessee,37604,South,Office Supplies,Envelopes,18.336,3,0.2,6.6468,36.25,Low Sales,Profit
Standard Class,Consumer,United States,Johnson City,Tennessee,37604,South,Office Supplies,Paper,36.288,7,0.2,12.7008,35,Low Sales,Profit
Standard Class,Consumer,United States,Johnson City,Tennessee,37604,South,Technology,Phones,111.984,2,0.2,6.999,6.25,Low Sales,Profit
Standard Class,Consumer,United States,Johnson City,Tennessee,37604,South,Office Supplies,Binders,5.97,5,0.7,-4.577,-76.66666667,Low Sales,Loss
Standard Class,Consumer,United States,Johnson City,Tennessee,37604,South,Office Supplies,Binders,2.508,2,0.7,-1.8392,-73.33333333,Low Sales,Loss
Second Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Art,35.96,2,0,10.4284,29,Low Sales,Profit
Second Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,14.952,3,0.2,5.4201,36.25,Low Sales,Profit
Second Class,Consumer,United States,League City,Texas,77573,Central,Office Supplies,Art,67.144,7,0.2,5.8751,8.75,Low Sales,Profit
Second Class,Consumer,United States,League City,Texas,77573,Central,Furniture,Chairs,254.058,3,0.3,-32.6646,-12.85714286,Low Sales,Loss
Standard Class,Corporate,United States,Gaithersburg,Maryland,20877,East,Furniture,Bookcases,173.94,3,0,38.2668,22,Low Sales,Profit
Standard Class,Corporate,United States,Gaithersburg,Maryland,20877,East,Technology,Phones,231.98,2,0,67.2742,29,Low Sales,Profit
Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,2.296,2,0.8,-3.9032,-170,Low Sales,Loss
Second Class,Home Office,United States,Huntsville,Alabama,35810,South,Office Supplies,Paper,96.08,2,0,46.1184,48,Low Sales,Profit
Second Class,Home Office,United States,Huntsville,Alabama,35810,South,Office Supplies,Fasteners,3.62,2,0,1.1946,33,Low Sales,Profit
Second Class,Home Office,United States,Huntsville,Alabama,35810,South,Office Supplies,Paper,629.1,6,0,301.968,48,High Sales,Profit
Second Class,Home Office,United States,Huntsville,Alabama,35810,South,Technology,Phones,90.48,2,0,23.5248,26,Low Sales,Profit
First Class,Corporate,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Art,14.88,2,0,3.72,25,Low Sales,Profit
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Furniture,Tables,91.275,1,0.5,-67.5435,-74,Low Sales,Loss
Standard Class,Home Office,United States,Fairfield,Connecticut,6824,East,Office Supplies,Paper,19.44,3,0,9.3312,48,Low Sales,Profit
Standard Class,Home Office,United States,Fairfield,Connecticut,6824,East,Furniture,Chairs,897.15,3,0,251.202,28,High Sales,Profit
First Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Art,57.75,5,0,16.17,28,Low Sales,Profit
First Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Paper,14.94,3,0,7.0218,47,Low Sales,Profit
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Art,23.1,2,0,6.93,30,Low Sales,Profit
Standard Class,Consumer,United States,Aurora,Colorado,80013,West,Office Supplies,Envelopes,12.536,1,0.2,4.2309,33.75,Low Sales,Profit
Standard Class,Consumer,United States,Aurora,Colorado,80013,West,Office Supplies,Binders,1.08,2,0.7,-0.792,-73.33333333,Low Sales,Loss
Standard Class,Consumer,United States,Aurora,Colorado,80013,West,Office Supplies,Fasteners,4.512,3,0.2,0.846,18.75,Low Sales,Profit
Standard Class,Corporate,United States,Lehi,Utah,84043,West,Technology,Phones,16.776,3,0.2,1.6776,10,Low Sales,Profit
Standard Class,Home Office,United States,Tuscaloosa,Alabama,35401,South,Office Supplies,Binders,33.74,7,0,15.5204,46,Low Sales,Profit
Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Storage,1325.85,5,0,238.653,18,High Sales,Profit
Standard Class,Consumer,United States,San Francisco,California,94109,West,Furniture,Bookcases,333.999,3,0.15,3.9294,1.176470588,Low Sales,Profit
Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Art,19.9,5,0,6.567,33,Low Sales,Profit
Standard Class,Consumer,United States,Wilmington,Delaware,19805,East,Furniture,Chairs,1268.82,9,0,266.4522,21,High Sales,Profit
Standard Class,Consumer,United States,Wilmington,Delaware,19805,East,Furniture,Bookcases,283.92,4,0,82.3368,29,Low Sales,Profit
Standard Class,Consumer,United States,Wilmington,Delaware,19805,East,Office Supplies,Art,5.68,2,0,1.7608,31,Low Sales,Profit
Standard Class,Consumer,United States,Lafayette,Indiana,47905,Central,Office Supplies,Storage,375.34,1,0,18.767,5,Low Sales,Profit
First Class,Consumer,United States,Redondo Beach,California,90278,West,Office Supplies,Paper,96.08,2,0,46.1184,48,Low Sales,Profit
First Class,Consumer,United States,Redondo Beach,California,90278,West,Office Supplies,Binders,11.68,2,0.2,3.942,33.75,Low Sales,Profit
First Class,Consumer,United States,Redondo Beach,California,90278,West,Office Supplies,Fasteners,4.36,2,0,1.7876,41,Low Sales,Profit
Standard Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Labels,29.24,4,0,13.7428,47,Low Sales,Profit
